T I E P S E/P CS2 (GeV^n)
0.01 4.25697422264e-06 4.97634639451e-06 2.39790723955e-07 5.21613711846e-06 0.0481860997899 0.0497251560226
0.011 3.48545564452e-05 4.09653688112e-05 2.03693745532e-06 4.30023062665e-05 0.0497234008734 0.0531612948296
0.012 0.000168449939945 0.000200369888865 1.06399829733e-05 0.000211009871838 0.0531017062172 0.0579665028193
0.013 0.000563538337631 0.000681538183386 3.93332819183e-05 0.000720871465305 0.0577125139532 0.0637581838348
0.014 0.00144776900431 0.00178591061201 0.000112713869234 0.00189862448124 0.0631128279747 0.0702477260956
0.015 0.0030630837957 0.00386265189057 0.000266522698292 0.00412917458886 0.0689999269523 0.0772080633494
0.016 0.00560186805432 0.00723291965886 0.000543683868179 0.00777660352704 0.0751679672694 0.0844585612254
0.017 0.00916532028727 0.0121302517531 0.00098831048862 0.0131185622418 0.0814748538392 0.0918559103163
0.018 0.0137538485403 0.0186736387824 0.00163993008071 0.0203135688631 0.0878205956435 0.099287123699
0.019 0.0192821429124 0.02687036164 0.00252940624253 0.0293997678826 0.0941336881288 0.106663882305
0.02 0.0256060686918 0.0366370170118 0.00367698277331 0.0403139997851 0.100362504189 0.113918006217
0.021 0.0325507843075 0.0478272438013 0.0050921531646 0.0529193969659 0.106469718091 0.120997826259
0.022 0.0399340976122 0.0602583925106 0.00677476496614 0.0670331574768 0.11242857109 0.127865234759
0.023 0.0475829844159 0.0737332968111 0.00871677079838 0.0824500676094 0.118220277343 0.134493242048
0.024 0.0553435567535 0.0880560795598 0.0109041742688 0.0989602538285 0.123832156999 0.140863920016
0.025 0.0630858108128 0.103042454565 0.0133188812507 0.116361335816 0.129256249834 0.146966656489
0.026 0.0707047028736 0.118525612748 0.0159403032915 0.13446591604 0.134488258883 0.15279667125
0.027 0.0781189173169 0.134358884516 0.0187466557329 0.153105540249 0.139526729479 0.158353759562
0.028 0.0852683702138 0.150416225668 0.021715951818 0.172132177486 0.144372402124 0.163641236513
0.029 0.0921111726563 0.166591347514 0.0248267249526 0.191418072467 0.149027697555 0.168665058904
0.03 0.0986205153712 0.182796086997 0.0280585238753 0.210854610872 0.153496304742 0.173433103091
0.031 0.104781742187 0.198958423881 0.0313922272313 0.230350651112 0.157782850401 0.177954578278
0.032 0.11058974721 0.215020407604 0.0348102201312 0.249830627735 0.161892633909 0.182239555989
0.033 0.116046745607 0.230936152474 0.0382964689557 0.26923262143 0.165831415071 0.186298597882
0.034 0.121160417179 0.246669988641 0.0418365238209 0.288506512462 0.169605244851 0.190142465727
0.035 0.125942394407 0.262194809581 0.0454174717247 0.307612281306 0.173220331086 0.19378189921
0.036 0.130407053915 0.277490627525 0.0490278578698 0.326518485395 0.176682932707 0.197227449046
0.037 0.134570566624 0.292543330992 0.0526575881226 0.345200919114 0.179999277181 0.200489354709
0.038 0.13845016325 0.307343629152 0.0562978219675 0.36364145112 0.18317549683 0.203577457727
0.039 0.14206357583 0.321886163442 0.0599408625371 0.381827025979 0.186217580452 0.20650114301
0.04 0.145428620999 0.336168765584 0.0635800481949 0.399748813779 0.189131337304 0.209269302029
0.041 0.148562896006 0.350191841781 0.0672096485916 0.417401490373 0.191922371035 0.211890312772
0.042 0.151483563408 0.36395786435 0.0708247669807 0.43478263133 0.194596061572 0.214372032417
0.043 0.154207204774 0.377470954077 0.0744212497678 0.451892203845 0.197157553353 0.216721799459
0.044 0.156749727555 0.390736538668 0.0779956037041 0.468732142372 0.199611748546 0.218946442704
0.045 0.159126312451 0.40376107469 0.0815449207465 0.485305995437 0.201963304187 0.221052295115
0.046 0.161351391261 0.416551822326 0.085066810355 0.501618632681 0.204216632351 0.223045210912
0.047 0.16343864737 0.429116663889 0.0885593388398 0.517676002729 0.206375902621 0.224930584741
0.048 0.165401032715 0.441463958551 0.0920209752785 0.533484933829 0.208445046297 0.226713371961
0.049 0.167250796537 0.453602426988 0.0954505434836 0.549052970471 0.210427761856 0.228398109379
0.05 0.168999522248 0.465541060709 0.0988471794871 0.564388240196 0.212327521307 0.229988935915
0.051 0.170658169686 0.477289051746 0.10221029402 0.579499345767 0.214147577126 0.231489612835
0.052 0.172237120664 0.488855739138 0.105539539491 0.594395278629 0.215890969547 0.232903543307
0.053 0.173746226286 0.500250569267 0.108834780994 0.609085350261 0.21756053402 0.234233791106
0.054 0.175194854894 0.511483067649 0.112096070918 0.623579138567 0.219158908688 0.235483098387
0.055 0.176591939854 0.52256282017 0.115323626772 0.637886446942 0.220688541781 0.236653902476
0.056 0.177946026623 0.533499462181 0.118517811853 0.652017274034 0.222151698838 0.23774835168
0.057 0.179265318731 0.544302674104 0.121679118458 0.665981792561 0.223550469705 0.238768320139
0.058 0.180557722445 0.554982182476 0.124808153344 0.679790335819 0.22488677526 0.239715421789
0.059 0.181830890027 0.565547765565 0.12790562518 0.693453390745 0.226162373839 0.240591023484
0.06 0.183092261517 0.576009262832 0.130972333772 0.706981596604 0.22737886736 0.241396257389
0.061 0.184349105104 0.586376587673 0.134009160856 0.720385748529 0.228537707121 0.242132032708
0.062 0.185608556119 0.596659742987 0.137017062289 0.733676805276 0.229640199292 0.242799046877
0.063 0.186877654775 0.606868839197 0.139997061474 0.746865900671 0.230687510104 0.243397796316
0.064 0.188163382764 0.61701411444 0.142950243892 0.759964358332 0.231680670744 0.243928586855
0.065 0.189472698844 0.6271059567 0.145877752619 0.772983709319 0.232620581993 0.244391543957
0.066 0.190812573562 0.637154927714 0.148780784717 0.785935712431 0.233508018609 0.244786622849
